date,ticker,open,high,low,close,volume
2021-05-14,AAPL,123.06243260302256,124.66102519199372,122.67253033910512,124.2321319580078,81918000
2021-05-17,AAPL,123.61804098125864,123.72526428981506,122.00969878967952,123.08192443847656,74244600
2021-05-18,AAPL,123.3646249015438,123.78376860712896,121.62956733225536,121.6977996826172,63342900
2021-05-19,AAPL,120.05045503106064,121.76601312715728,119.75802646818856,121.54182434082033,92612000
2021-05-20,AAPL,122.06819413421118,124.49532449020155,121.94147161685788,124.09567260742188,76857100
2021-05-21,AAPL,124.59279439116176,124.76825004025154,122.04869119774337,122.2631378173828,79295400
2021-05-24,AAPL,122.82849985689472,124.70977148763244,122.76026751533502,123.89097595214844,63092900
2021-05-25,AAPL,124.59279971373591,125.08018314804376,123.13067172111496,123.69602966308594,72009500
2021-05-26,AAPL,123.75451640869116,124.17366007761332,123.22814942189817,123.64729309082033,56575900
2021-05-27,AAPL,123.24762857840484,124.41732784538095,121.92196544288971,122.11691284179688,94625600
2021-05-28,AAPL,122.399582239157,122.62377842352186,121.40533868337069,121.4638214111328,71311100
2021-06-01,AAPL,121.9219706400981,122.18515038351808,120.8107540580726,121.14216613769533,67637100
2021-06-02,AAPL,121.1421605557248,122.07792145343016,120.9179717914318,121.9024658203125,59278900
2021-06-03,AAPL,121.53206155124435,121.69776758173276,120.02119320163122,120.42084503173828,76229200
2021-06-04,AAPL,120.93748419375008,122.9747198057444,120.72303755703824,122.71153259277344,75169300
2021-06-07,AAPL,122.9844550910691,123.13066937489864,121.67829101219802,122.72127532958984,71057600
2021-06-08,AAPL,123.40359727053726,125.21664395698274,123.02344459916289,123.5400619506836,74403800
2021-06-09,AAPL,123.99818609803276,124.52455300706954,123.32560491924684,123.92020416259766,56877900
2021-06-10,AAPL,123.81297704481985,124.953442364302,122.7602506959565,122.92595672607422,71186400
2021-06-11,AAPL,123.33535493510138,124.22238272093318,122.91621132668672,124.13465118408205,53522400
2021-06-14,AAPL,124.5927869938568,127.24410590291394,123.8617230721818,127.18562316894533,96906500
2021-06-15,AAPL,126.6592421533219,127.30258186465431,126.12312572721152,126.36681365966795,62746300
2021-06-16,AAPL,127.07840688486591,127.585282063148,125.21664196538164,126.86396026611328,91815000
2021-06-17,AAPL,126.52277798345058,129.203345250585,126.37655629930642,128.4625244140625,96721700
2021-06-18,AAPL,127.40983331102534,128.1896229684165,126.95169870686416,127.16614532470705,108953300
2021-06-21,AAPL,127.0101222619874,129.06684850310015,125.94764670636047,128.95962524414062,79663300
2021-06-22,AAPL,128.7939322293707,130.6946948534403,128.29679939986326,130.5972137451172,74783600
2021-06-23,AAPL,130.3925806003398,130.92869718078555,129.86620618552573,130.3243408203125,60214200
2021-06-24,AAPL,131.05536118547494,131.240566385548,129.57373445842103,130.0416259765625,68711000
2021-06-25,AAPL,130.09037560621056,130.50951172104854,129.45677804212312,129.74920654296875,70783700
2021-06-28,AAPL,130.04165459260284,131.835194519561,129.98317185834844,131.37705993652344,62111300
2021-06-29,AAPL,131.3965550234282,133.0438880631515,130.9579196567259,132.88792419433594,64556100
2021-06-30,AAPL,132.73195190270366,133.94064949902392,132.43952338561445,133.50201416015625,63261400
2021-07-01,AAPL,133.15111722207564,133.86268195374564,132.3323143115352,133.80419921875,52485800
2021-07-02,AAPL,134.41829838230024,136.4652835854969,134.27209152787285,136.42630004882812,78852600
2021-07-06,AAPL,136.53351700878477,139.53574001915328,136.53351700878477,138.4342803955078,108181800
2021-07-07,AAPL,139.91586805219617,141.231788943126,139.05809657469072,140.9198760986328,104911600
2021-07-08,AAPL,138.00535215692446,140.42273229042033,137.1183245101573,139.62344360351562,105575500
2021-07-09,AAPL,139.1458282969305,141.97260274724476,139.04834716131978,141.4462432861328,99890800
2021-07-12,AAPL,142.5184555206525,142.62567880479006,140.364247675173,140.85162353515625,76299700
2021-07-13,AAPL,140.3934939298509,143.7369001800956,140.00359917768813,141.9628448486328,100827100
2021-07-14,AAPL,144.3607994842305,145.79368633580276,143.95139049217775,145.38427734375,127050800
2021-07-15,AAPL,145.47196100861444,146.21276700697837,143.37623575739534,144.73114013671875,106820300
2021-07-16,AAPL,144.71166743629377,145.97883295333372,142.19680585690423,142.6939239501953,93251400
2021-07-19,AAPL,140.12058929133983,140.43251704679776,138.0931035014654,138.85340881347656,121434600
2021-07-20,AAPL,139.83792120496685,143.38601770583355,139.35054523026795,142.45999145507812,96350000
2021-07-21,AAPL,141.85565012536404,142.4405072449087,140.97837931958148,141.7289276123047,74993500
2021-07-22,AAPL,142.25529492286392,144.4582288663732,142.1285724161041,143.0935821533203,77338200
2021-07-23,AAPL,143.82463382519293,144.96509166825837,143.210535419876,144.8091278076172,71447400
2021-07-26,AAPL,144.5264793905911,146.04709009069717,143.97086362595675,145.22830200195312,72434100
2021-07-27,AAPL,145.35497344078965,145.44271240050767,141.8751174935938,143.06431579589844,104818600
2021-07-28,AAPL,141.15376729060756,143.2592341741691,138.94107714334072,141.31947326660156,118931200
2021-07-29,AAPL,141.0368336570977,142.8498725143642,140.92961036922324,141.9628448486328,56699500
2021-07-30,AAPL,140.73469364228038,142.63545700170118,140.47150644681145,142.1773223876953,70440600
2021-08-02,AAPL,142.66467417357077,143.23977416644965,141.5826990796388,141.84588623046875,62880000
2021-08-03,AAPL,142.12858155366985,144.30227426975748,141.51448305654833,143.6394500732422,64786600
2021-08-04,AAPL,143.55173491626834,144.05859526042843,142.58672505684436,143.23980712890625,56368300
2021-08-05,AAPL,143.26903344221475,144.107320690727,142.47948676454712,143.34701538085938,46397700
2021-08-06,AAPL,142.8687074712915,143.6106236198985,142.16583326910765,142.6636962890625,54126800
2021-08-09,AAPL,142.72225212556916,143.21035833317768,142.05843483321482,142.6148681640625,48908700
2021-08-10,AAPL,142.95653516321173,144.19632898598317,141.84365370926938,142.1365203857422,69023100
2021-08-11,AAPL,142.57581781429272,143.2298783064216,142.06818321748432,142.3903350830078,48493500
2021-08-12,AAPL,142.71251102910742,145.50447943892834,142.3708306879483,145.34828186035156,72282600
2021-08-13,AAPL,145.42635605950554,145.88517705910473,144.7430103885552,145.5532684326172,59375000
2021-08-16,AAPL,145.0065628373872,147.59353426907154,142.9858112009547,147.5251922607422,103296000
2021-08-17,AAPL,146.65636676617194,148.07187159409528,145.5434853619502,146.61732482910156,92229700
2021-08-18,AAPL,146.23660593235846,147.134719463398,142.67342208980006,142.87843322753906,86326000
2021-08-19,AAPL,141.58002438734985,144.47937520302148,141.06263322186894,143.21029663085938,86960300
2021-08-20,AAPL,143.9327728785443,144.96755574158394,143.288469055807,144.66493225097656,60549600
2021-08-23,AAPL,144.7820819349536,146.61736630864482,144.37207444854158,146.14878845214844,60131800
2021-08-24,AAPL,145.89494350289067,147.2714065930409,145.60207679709836,146.06089782714844,48606400
2021-08-25,AAPL,146.24639198416384,146.7442698916124,144.28421022511418,144.8308868408203,58991300
2021-08-26,AAPL,144.82114019917077,145.57281315038713,144.00111032248313,144.0303955078125,48597200
2021-08-27,AAPL,143.97178711441077,145.21158091727293,143.33725507209095,145.06515502929688,55802400
2021-08-30,AAPL,145.45561079403902,149.8388087234133,145.07488865020937,149.47760009765625,90956700
2021-08-31,AAPL,149.02861147557854,149.1652806367618,147.6911901527622,148.21835327148438,86453100
2021-09-01,AAPL,149.19453621732464,151.29338682527435,148.71618680019012,148.88214111328125,80313700
2021-09-02,AAPL,150.20979354918074,151.0395800272227,148.77476016459727,149.99502563476562,71115500
2021-09-03,AAPL,150.10241459437898,150.95172951907767,149.44835406806936,150.62957763671875,57808700
2021-09-07,AAPL,151.2836513561049,153.5191714127496,150.7174463222015,152.96273803710938,82278300
2021-09-08,AAPL,153.24583117728486,153.30440154284446,150.31719373274197,151.42031860351562,74420200
2021-09-09,AAPL,151.79129510992104,152.39654212564548,150.2879194378151,150.4050750732422,57305700
2021-09-10,AAPL,151.31292061025323,151.7814983871202,145.1627795675759,145.42636108398438,140893200
2021-09-13,AAPL,147.04686479158386,147.81806596111582,145.21158088499752,145.9925537109375,102404300
2021-09-14,AAPL,146.7735217186003,147.4763957492906,143.4153491043727,144.5965576171875,109296300
2021-09-15,AAPL,145.02610332343372,145.8851749521173,142.88819590848047,145.48492431640625,83281300
2021-09-16,AAPL,144.90900590201122,145.42639740682142,143.7180252958157,145.25067138671875,68034100
2021-09-17,AAPL,145.27994241453277,145.27994241453277,142.29271983680104,142.58558654785156,129868800
2021-09-20,AAPL,140.37932278347847,141.39457695669392,137.90950701335717,139.53977966308594,123478900
2021-09-21,AAPL,140.50624891873463,141.16032435989862,139.38361057442205,140.0181427001953,75834000
2021-09-22,AAPL,141.0138330802469,142.94672884294354,140.2816740145179,142.3805389404297,76404300
2021-09-23,AAPL,143.16153904107028,143.581318108749,142.1755699033987,143.33726501464844,64838200
2021-09-24,AAPL,142.1951028511181,143.96204492535793,142.09747565204063,143.4251251220703,53477900
2021-09-27,AAPL,142.00961449990794,142.48796392317834,140.39887004950094,141.9119873046875,74150700
2021-09-28,AAPL,139.8424227657557,141.30674132874793,138.31953384357482,138.5343017578125,108972300
2021-09-29,AAPL,139.08095132289213,141.01384728022984,138.65141557774692,139.43238830566406,74602000
2021-09-30,AAPL,140.24271720235794,140.9455915237168,137.91932625698698,138.13409423828125,89056700
2021-10-01,AAPL,138.52452409983053,139.5202648503588,135.80089824481317,139.25668334960938,94639600
2021-10-04,AAPL,138.3878565109193,138.82716398233575,134.9808849639791,135.83018493652344,98322000
2021-10-05,AAPL,136.17186716291496,138.8564511470798,136.0449547897289,137.75332641601562,80861100
2021-10-06,AAPL,136.15236065284557,138.7686030429388,135.07852092806354,138.62217712402344,83221100
2021-10-07,AAPL,139.6569450430087,140.78935501402486,139.32503639848235,139.8814697265625,61732700
2021-10-08,AAPL,140.60385709315267,140.7502829805711,139.16882381318146,139.500732421875,58773200
2021-10-11,AAPL,138.88573944232053,141.36531233280488,138.43667519346084,139.4128875732422,64452200
2021-10-12,AAPL,139.82291608395988,139.8424445053315,137.68500826630617,138.14382934570312,73035900
2021-10-13,AAPL,137.88022678873125,138.0364094315763,135.88874541033104,137.55807495117188,78762700
2021-10-14,AAPL,138.7295267040612,140.45742659800283,138.14379338196727,140.34027099609375,69907100
2021-10-15,AAPL,140.35005282323274,141.45316264244676,140.0962280805495,141.39459228515625,67940300
2021-10-18,AAPL,140.03763996851194,143.34699879821167,139.75454497889402,143.06390380859375,85589200
2021-10-19,AAPL,143.51298745891924,145.62160993395176,143.06393807186709,145.2213592529297,76378900
2021-10-20,AAPL,145.16276563549152,146.18779152686344,144.59656071553547,145.70944213867188,58418800
2021-10-21,AAPL,145.27014914498275,146.0804071368253,144.35250720492448,145.92420959472656,61421000
2021-10-22,AAPL,146.12922747617256,146.6075619891813,145.1042015405824,145.15301513671875,58883400
2021-10-25,AAPL,145.14324421012236,145.8168331110648,144.10846150842693,145.1042022705078,50720600
2021-10-26,AAPL,145.77780790953028,147.25188335627817,145.46541277347194,145.76805114746094,60893400
2021-10-27,AAPL,145.80706700277705,146.16826078037482,144.95776708428832,145.3092041015625,56094900
2021-10-28,AAPL,146.256135746264,149.52643805425132,146.1585085567286,148.9407196044922,100077900
2021-10-29,AAPL,143.7179883048137,146.373287179863,142.92725865743117,146.2366180419922,124953200
2021-11-01,AAPL,145.44585011354084,146.13895238181297,144.28415529948526,145.41656494140625,74588300
2021-11-02,AAPL,145.12375118515345,147.96453308347574,145.113979527006,146.45140075683594,69122000
2021-11-03,AAPL,146.8125891838913,148.35500663634056,146.25615583539988,147.8864288330078,54511500
2021-11-04,AAPL,147.97426542713765,148.80403696262286,147.0566234619275,147.3690185546875,60394600
2021-11-05,AAPL,148.49330137784227,148.79636649786093,146.70422366033108,147.89694213867188,65463900
2021-11-08,AAPL,148.0240232040466,148.18044870579655,146.80197694204415,147.07571411132812,55020900
2021-11-09,AAPL,146.84104938223388,148.04353851031115,146.70418082227025,147.43740844726562,56787900
2021-11-10,AAPL,146.6650887001066,146.77262935345158,144.54361846371455,144.61204528808594,65187100
2021-11-11,AAPL,145.62882237351127,146.0882980655143,144.37743321812488,144.5631866455078,41000000
2021-11-12,AAPL,145.11064651980587,147.03659252052734,144.18189439318962,146.63577270507812,63804000
2021-11-15,AAPL,147.00725921767452,148.48350051743287,146.08827812399716,146.64553833007812,59222800
2021-11-16,AAPL,146.58690654221206,148.102247003654,146.00031832566742,147.62319946289062,59256200
2021-11-17,AAPL,147.62318884522813,151.53373689410836,147.61341784542643,150.05751037597656,88807000
2021-11-18,AAPL,150.2726099643279,155.12168178008048,149.627365877677,154.33956909179688,137827700
2021-11-19,AAPL,154.12449892543512,157.41914644005507,153.02955003283444,156.95965576171875,117305600
2021-11-22,AAPL,158.06437288139423,161.99447854129045,157.3995867561447,157.4191436767578,117467900
2021-11-23,AAPL,157.5168614506406,158.18166233731603,155.50293170970644,157.80038452148438,96041900
